period,minute,second,play_pattern,team,match_id,match_time,ball_recovery,clearance,dispossessed,dribble,foul,interception,pass,shot,tackle
1,15,27,Regular Play,Denmark,3857254,0 days 00:15:27,1,0,0,0,0,0,0,0,0
1,15,28,Regular Play,Denmark,3857254,0 days 00:15:28,0,0,0,1,0,0,0,0,0
1,15,28,Regular Play,Tunisia,3857254,0 days 00:15:28,0,0,0,0,0,0,0,0,1
1,15,39,From Throw In,Denmark,3857254,0 days 00:15:39,0,0,0,0,0,0,1,0,0
1,15,41,From Throw In,Denmark,3857254,0 days 00:15:41,0,0,0,0,0,0,1,0,0
1,15,41,From Throw In,Denmark,3857254,0 days 00:15:41,0,0,0,0,0,0,1,0,0
1,15,43,From Throw In,Denmark,3857254,0 days 00:15:43,0,0,0,0,1,0,0,0,0
1,16,18,From Free Kick,Tunisia,3857254,0 days 00:16:18,0,0,0,0,0,0,1,0,0
1,16,20,From Free Kick,Tunisia,3857254,0 days 00:16:20,0,0,0,0,0,0,1,0,0
1,16,24,From Free Kick,Tunisia,3857254,0 days 00:16:24,0,0,0,0,0,0,1,0,0
1,16,26,From Free Kick,Tunisia,3857254,0 days 00:16:26,0,0,0,0,0,0,1,0,0
1,16,27,From Free Kick,Tunisia,3857254,0 days 00:16:27,0,0,0,0,0,0,1,0,0
1,16,29,From Free Kick,Tunisia,3857254,0 days 00:16:29,0,0,0,0,0,0,1,0,0
1,16,32,From Free Kick,Tunisia,3857254,0 days 00:16:32,0,0,0,0,0,0,1,0,0
1,16,34,From Free Kick,Tunisia,3857254,0 days 00:16:34,0,0,0,0,0,0,1,0,0
1,16,37,From Free Kick,Tunisia,3857254,0 days 00:16:37,0,0,0,1,0,0,0,0,0
1,16,39,From Free Kick,Tunisia,3857254,0 days 00:16:39,0,0,0,0,0,0,1,0,0
1,16,41,From Free Kick,Denmark,3857254,0 days 00:16:41,0,1,0,0,0,0,0,0,0
1,16,43,Regular Play,Denmark,3857254,0 days 00:16:43,1,0,0,0,0,0,0,0,0
1,16,46,Regular Play,Denmark,3857254,0 days 00:16:46,0,0,0,0,0,0,1,0,0
1,16,48,Regular Play,Denmark,3857254,0 days 00:16:48,0,0,0,0,0,0,1,0,0
1,16,50,Regular Play,Denmark,3857254,0 days 00:16:50,0,0,0,0,0,0,1,0,0
1,16,51,Regular Play,Denmark,3857254,0 days 00:16:51,0,0,0,0,0,0,1,0,0
1,16,56,Regular Play,Tunisia,3857254,0 days 00:16:56,1,0,0,0,0,0,0,0,0
1,17,0,Regular Play,Tunisia,3857254,0 days 00:17:00,0,0,0,0,0,0,1,0,0
1,17,1,Regular Play,Tunisia,3857254,0 days 00:17:01,0,0,0,0,0,0,1,0,0
1,17,4,Regular Play,Tunisia,3857254,0 days 00:17:04,0,0,0,0,0,0,1,0,0
1,17,8,Regular Play,Tunisia,3857254,0 days 00:17:08,0,0,0,0,0,0,1,0,0
1,17,9,Regular Play,Tunisia,3857254,0 days 00:17:09,0,0,0,0,0,0,1,0,0
1,17,12,Regular Play,Tunisia,3857254,0 days 00:17:12,0,0,0,0,0,0,1,0,0
1,17,16,Regular Play,Tunisia,3857254,0 days 00:17:16,0,0,0,0,0,0,1,0,0
1,17,23,Regular Play,Tunisia,3857254,0 days 00:17:23,0,0,0,0,0,0,1,0,0
1,17,26,Regular Play,Tunisia,3857254,0 days 00:17:26,0,0,0,0,0,0,1,0,0
1,17,27,Regular Play,Tunisia,3857254,0 days 00:17:27,0,0,0,1,0,0,0,0,0
1,17,27,Regular Play,Denmark,3857254,0 days 00:17:27,0,0,0,0,0,0,0,0,1
1,17,40,From Throw In,Tunisia,3857254,0 days 00:17:40,0,0,0,0,0,0,1,0,0
1,17,42,From Throw In,Tunisia,3857254,0 days 00:17:42,0,0,0,0,0,0,1,0,0
1,17,45,From Throw In,Tunisia,3857254,0 days 00:17:45,0,0,0,0,0,0,1,0,0
1,17,50,From Throw In,Tunisia,3857254,0 days 00:17:50,0,0,0,0,0,0,1,0,0
1,17,53,From Throw In,Tunisia,3857254,0 days 00:17:53,0,0,0,0,0,0,1,0,0
1,17,56,From Throw In,Denmark,3857254,0 days 00:17:56,1,0,0,0,0,0,0,0,0
1,17,57,From Throw In,Denmark,3857254,0 days 00:17:57,0,0,0,0,0,0,1,0,0
1,18,1,From Throw In,Tunisia,3857254,0 days 00:18:01,0,0,0,0,0,0,1,0,0
1,18,2,From Throw In,Tunisia,3857254,0 days 00:18:02,0,0,0,0,0,0,1,0,0
1,18,6,From Throw In,Tunisia,3857254,0 days 00:18:06,0,0,0,0,0,0,1,0,0
1,18,26,From Throw In,Denmark,3857254,0 days 00:18:26,0,0,0,0,0,0,1,0,0
1,18,27,From Throw In,Denmark,3857254,0 days 00:18:27,0,0,0,0,0,0,1,0,0
1,18,28,From Throw In,Denmark,3857254,0 days 00:18:28,0,0,0,0,0,0,1,0,0
1,18,30,From Throw In,Tunisia,3857254,0 days 00:18:30,0,0,0,0,0,0,1,0,0
1,18,34,From Throw In,Tunisia,3857254,0 days 00:18:34,0,0,0,0,0,0,1,0,0
1,18,35,From Throw In,Denmark,3857254,0 days 00:18:35,0,0,0,0,0,0,1,0,0
1,18,37,From Throw In,Tunisia,3857254,0 days 00:18:37,0,0,0,0,0,0,1,0,0
1,18,38,From Throw In,Denmark,3857254,0 days 00:18:38,1,0,0,0,0,0,0,0,0
1,18,38,From Throw In,Denmark,3857254,0 days 00:18:38,0,0,0,0,0,0,1,0,0
1,18,40,From Throw In,Denmark,3857254,0 days 00:18:40,0,0,0,0,0,0,1,0,0
1,18,53,From Throw In,Denmark,3857254,0 days 00:18:53,0,0,0,0,0,0,1,0,0
1,18,56,From Throw In,Denmark,3857254,0 days 00:18:56,0,0,0,0,0,0,1,0,0
1,18,59,From Throw In,Denmark,3857254,0 days 00:18:59,0,0,0,0,0,0,1,0,0
1,19,2,From Throw In,Denmark,3857254,0 days 00:19:02,0,0,0,0,0,0,1,0,0
1,19,5,From Throw In,Denmark,3857254,0 days 00:19:05,0,0,0,0,0,0,1,0,0
1,19,9,From Throw In,Denmark,3857254,0 days 00:19:09,0,0,0,0,0,0,1,0,0
1,19,14,From Throw In,Denmark,3857254,0 days 00:19:14,0,0,0,0,0,0,1,0,0
1,19,19,From Throw In,Denmark,3857254,0 days 00:19:19,0,0,0,0,0,0,1,0,0
1,19,21,From Throw In,Denmark,3857254,0 days 00:19:21,0,0,0,0,0,0,1,0,0
1,19,25,From Throw In,Denmark,3857254,0 days 00:19:25,0,0,0,0,0,0,1,0,0
1,19,27,From Throw In,Denmark,3857254,0 days 00:19:27,0,0,0,0,0,0,1,0,0
1,19,32,From Throw In,Denmark,3857254,0 days 00:19:32,0,0,0,0,0,0,1,0,0
1,19,33,From Throw In,Tunisia,3857254,0 days 00:19:33,0,1,0,0,0,0,0,0,0
1,19,34,From Throw In,Tunisia,3857254,0 days 00:19:34,0,1,0,0,0,0,0,0,0
1,20,8,From Corner,Denmark,3857254,0 days 00:20:08,0,0,0,0,0,0,1,0,0
1,20,10,From Corner,Denmark,3857254,0 days 00:20:10,0,0,0,0,0,0,1,0,0
1,20,11,From Corner,Tunisia,3857254,0 days 00:20:11,0,1,0,0,0,0,0,0,0
1,20,13,From Corner,Denmark,3857254,0 days 00:20:13,0,0,0,0,0,0,1,0,0
1,20,17,From Corner,Denmark,3857254,0 days 00:20:17,0,0,0,1,0,0,0,0,0
1,20,18,From Corner,Denmark,3857254,0 days 00:20:18,0,0,0,0,0,0,1,0,0
1,20,19,From Corner,Tunisia,3857254,0 days 00:20:19,0,1,0,0,0,0,0,0,0
1,20,21,From Corner,Tunisia,3857254,0 days 00:20:21,0,0,0,0,0,0,1,0,0
1,20,24,From Corner,Tunisia,3857254,0 days 00:20:24,0,0,0,1,0,0,0,0,0
1,20,24,From Corner,Denmark,3857254,0 days 00:20:24,0,0,0,0,0,0,0,0,1
1,20,28,From Corner,Tunisia,3857254,0 days 00:20:28,0,0,0,0,1,0,0,0,0
1,21,17,From Free Kick,Denmark,3857254,0 days 00:21:17,0,0,0,0,0,0,1,0,0
1,21,19,From Free Kick,Tunisia,3857254,0 days 00:21:19,0,1,0,0,0,0,0,0,0
1,21,56,From Corner,Denmark,3857254,0 days 00:21:56,0,0,0,0,0,0,1,0,0
1,21,59,From Corner,Denmark,3857254,0 days 00:21:59,0,0,0,0,0,0,1,0,0
1,12,2,From Kick Off,Japan,3857255,0 days 00:12:02,0,0,0,0,0,0,1,0,0
1,12,4,From Kick Off,Japan,3857255,0 days 00:12:04,0,0,0,0,0,0,1,0,0
1,12,8,From Kick Off,Japan,3857255,0 days 00:12:08,0,0,0,0,0,0,1,0,0
1,12,11,From Kick Off,Japan,3857255,0 days 00:12:11,0,0,0,0,0,0,1,0,0
1,12,11,From Kick Off,Spain,3857255,0 days 00:12:11,0,1,0,0,0,0,0,0,0
1,12,14,Regular Play,Spain,3857255,0 days 00:12:14,1,0,0,0,0,0,0,0,0
1,12,16,Regular Play,Spain,3857255,0 days 00:12:16,0,0,0,0,0,0,1,0,0
1,12,18,Regular Play,Spain,3857255,0 days 00:12:18,0,0,0,0,0,0,1,0,0
1,12,19,Regular Play,Spain,3857255,0 days 00:12:19,0,0,0,0,0,0,1,0,0
1,12,19,Regular Play,Japan,3857255,0 days 00:12:19,1,0,0,0,0,0,0,0,0
1,12,20,Regular Play,Japan,3857255,0 days 00:12:20,0,0,0,1,0,0,0,0,0
1,12,20,Regular Play,Spain,3857255,0 days 00:12:20,0,0,0,0,0,0,0,0,1
1,12,24,Regular Play,Spain,3857255,0 days 00:12:24,0,0,0,0,0,0,1,0,0
1,12,25,Regular Play,Japan,3857255,0 days 00:12:25,0,0,0,0,0,1,0,0,0
1,12,42,From Throw In,Spain,3857255,0 days 00:12:42,0,0,0,0,0,0,1,0,0
1,12,45,From Throw In,Spain,3857255,0 days 00:12:45,0,0,0,0,0,0,1,0,0
1,12,48,From Throw In,Spain,3857255,0 days 00:12:48,0,0,0,0,0,0,1,0,0
1,12,49,From Throw In,Spain,3857255,0 days 00:12:49,0,0,0,0,0,0,1,0,0
1,12,53,From Throw In,Spain,3857255,0 days 00:12:53,0,0,0,0,0,0,1,0,0
1,12,56,From Throw In,Spain,3857255,0 days 00:12:56,0,0,0,0,0,0,1,0,0
1,13,2,From Throw In,Spain,3857255,0 days 00:13:02,0,0,0,0,0,0,1,0,0
1,13,4,From Throw In,Spain,3857255,0 days 00:13:04,0,0,0,0,0,0,1,0,0
1,13,7,From Throw In,Spain,3857255,0 days 00:13:07,0,0,0,0,0,0,1,0,0
1,13,11,From Throw In,Spain,3857255,0 days 00:13:11,0,0,0,0,0,0,1,0,0
1,13,13,From Throw In,Spain,3857255,0 days 00:13:13,0,0,0,0,0,0,1,0,0
1,13,14,From Throw In,Spain,3857255,0 days 00:13:14,0,0,0,0,0,0,1,0,0
1,13,15,From Throw In,Spain,3857255,0 days 00:13:15,0,0,0,0,0,0,1,0,0
1,13,16,From Throw In,Spain,3857255,0 days 00:13:16,0,0,0,0,0,0,1,0,0
1,13,19,From Throw In,Spain,3857255,0 days 00:13:19,0,0,0,0,0,0,1,0,0
1,13,24,From Throw In,Spain,3857255,0 days 00:13:24,0,0,0,0,0,0,1,0,0
1,13,26,From Throw In,Spain,3857255,0 days 00:13:26,0,0,0,0,0,0,1,0,0
1,13,27,From Throw In,Spain,3857255,0 days 00:13:27,0,0,0,0,0,0,1,0,0
1,13,30,From Throw In,Spain,3857255,0 days 00:13:30,0,0,0,0,0,0,1,0,0
1,13,35,From Throw In,Spain,3857255,0 days 00:13:35,0,0,0,0,0,0,1,0,0
1,13,40,From Throw In,Spain,3857255,0 days 00:13:40,0,0,0,0,0,0,1,0,0
1,13,41,From Throw In,Spain,3857255,0 days 00:13:41,0,0,0,0,0,0,1,0,0
1,13,42,From Throw In,Spain,3857255,0 days 00:13:42,0,0,0,0,0,0,1,0,0
1,13,45,From Throw In,Spain,3857255,0 days 00:13:45,0,0,0,0,0,0,1,0,0
1,13,46,From Throw In,Spain,3857255,0 days 00:13:46,0,0,0,0,0,0,1,0,0
1,13,49,From Throw In,Spain,3857255,0 days 00:13:49,0,0,0,0,0,0,1,0,0
1,13,51,From Throw In,Spain,3857255,0 days 00:13:51,0,0,0,0,0,0,1,0,0
1,13,55,From Throw In,Spain,3857255,0 days 00:13:55,0,0,0,0,0,0,1,0,0
1,13,57,From Throw In,Spain,3857255,0 days 00:13:57,0,0,0,0,0,0,1,0,0
1,14,1,From Throw In,Spain,3857255,0 days 00:14:01,0,0,0,0,0,0,1,0,0
1,14,2,From Throw In,Japan,3857255,0 days 00:14:02,0,1,0,0,0,0,0,0,0
1,14,14,From Throw In,Spain,3857255,0 days 00:14:14,0,0,0,0,0,0,1,0,0
1,14,17,From Throw In,Spain,3857255,0 days 00:14:17,0,0,0,0,0,0,1,0,0
1,14,24,From Throw In,Spain,3857255,0 days 00:14:24,0,0,0,0,0,0,1,0,0
1,14,26,From Throw In,Spain,3857255,0 days 00:14:26,0,0,0,0,0,0,1,0,0
1,14,29,From Throw In,Spain,3857255,0 days 00:14:29,0,0,0,0,0,0,1,0,0
1,14,35,From Throw In,Spain,3857255,0 days 00:14:35,0,0,0,0,0,0,1,0,0
1,14,36,From Throw In,Spain,3857255,0 days 00:14:36,0,0,0,0,0,0,1,0,0
1,14,42,From Throw In,Spain,3857255,0 days 00:14:42,0,0,0,0,0,0,1,0,0
1,14,43,From Throw In,Spain,3857255,0 days 00:14:43,0,0,0,0,0,0,1,0,0
1,14,47,From Throw In,Spain,3857255,0 days 00:14:47,0,0,0,0,0,0,1,0,0
1,14,53,From Throw In,Spain,3857255,0 days 00:14:53,0,0,0,0,0,0,1,0,0
1,14,55,From Throw In,Spain,3857255,0 days 00:14:55,0,0,0,0,0,0,1,0,0
1,14,57,From Throw In,Spain,3857255,0 days 00:14:57,0,0,0,0,0,0,1,0,0
1,14,59,From Throw In,Spain,3857255,0 days 00:14:59,0,0,0,0,0,0,1,0,0
1,15,1,From Throw In,Spain,3857255,0 days 00:15:01,0,0,0,0,0,0,1,0,0
1,15,6,From Throw In,Spain,3857255,0 days 00:15:06,0,0,0,0,0,0,1,0,0
1,15,8,From Throw In,Spain,3857255,0 days 00:15:08,0,0,0,0,0,0,1,0,0
1,15,11,From Throw In,Spain,3857255,0 days 00:15:11,0,0,0,0,0,0,1,0,0
1,15,14,From Throw In,Spain,3857255,0 days 00:15:14,0,0,0,0,0,0,1,0,0
1,15,19,From Throw In,Spain,3857255,0 days 00:15:19,0,0,0,0,0,0,1,0,0
1,15,22,From Throw In,Spain,3857255,0 days 00:15:22,0,0,0,0,0,0,1,0,0
1,15,25,From Throw In,Spain,3857255,0 days 00:15:25,0,0,0,0,0,0,1,0,0
1,15,31,From Throw In,Spain,3857255,0 days 00:15:31,0,0,0,0,0,0,1,0,0
1,15,37,From Throw In,Spain,3857255,0 days 00:15:37,0,0,0,0,0,0,1,0,0
1,15,38,From Throw In,Spain,3857255,0 days 00:15:38,0,0,0,0,0,0,1,0,0
1,15,40,From Throw In,Spain,3857255,0 days 00:15:40,0,0,0,0,0,0,1,0,0
1,15,46,From Throw In,Spain,3857255,0 days 00:15:46,0,0,0,0,0,0,1,0,0
1,15,52,From Throw In,Spain,3857255,0 days 00:15:52,0,0,0,0,0,0,1,0,0
1,15,53,From Throw In,Spain,3857255,0 days 00:15:53,0,0,0,0,0,0,1,0,0
1,15,54,From Throw In,Spain,3857255,0 days 00:15:54,0,0,0,0,0,0,1,0,0
1,15,58,From Throw In,Spain,3857255,0 days 00:15:58,0,0,0,0,0,0,1,0,0
1,16,0,From Throw In,Spain,3857255,0 days 00:16:00,0,0,0,0,0,0,1,0,0
1,16,2,From Throw In,Spain,3857255,0 days 00:16:02,0,0,0,0,0,0,1,0,0
1,16,8,From Throw In,Spain,3857255,0 days 00:16:08,0,0,0,0,0,0,1,0,0
1,16,11,From Throw In,Spain,3857255,0 days 00:16:11,0,0,0,0,0,0,1,0,0
1,16,13,From Throw In,Spain,3857255,0 days 00:16:13,1,0,0,0,0,0,0,0,0
1,16,14,From Throw In,Spain,3857255,0 days 00:16:14,0,0,0,0,0,0,1,0,0
1,16,17,From Throw In,Spain,3857255,0 days 00:16:17,0,0,0,0,0,0,1,0,0
1,16,21,From Throw In,Spain,3857255,0 days 00:16:21,0,0,0,0,0,0,1,0,0
1,16,24,From Throw In,Spain,3857255,0 days 00:16:24,0,0,0,0,0,0,1,0,0
1,16,27,From Throw In,Spain,3857255,0 days 00:16:27,0,0,0,0,0,0,1,0,0
1,16,29,From Throw In,Spain,3857255,0 days 00:16:29,0,0,0,0,0,0,1,0,0
1,16,31,From Throw In,Spain,3857255,0 days 00:16:31,0,0,0,0,0,0,1,0,0
1,16,33,From Throw In,Spain,3857255,0 days 00:16:33,0,0,0,0,0,0,1,0,0
1,16,34,From Throw In,Spain,3857255,0 days 00:16:34,0,0,0,0,0,0,1,0,0
1,16,34,From Throw In,Spain,3857255,0 days 00:16:34,0,0,0,0,0,0,1,0,0
1,16,35,Regular Play,Japan,3857255,0 days 00:16:35,0,0,0,0,0,0,1,0,0
1,16,35,Regular Play,Japan,3857255,0 days 00:16:35,0,0,0,0,0,0,1,0,0
1,16,37,Regular Play,Japan,3857255,0 days 00:16:37,0,0,0,0,0,0,1,0,0
1,16,39,Regular Play,Japan,3857255,0 days 00:16:39,0,0,0,0,0,0,1,0,0
1,16,40,Regular Play,Japan,3857255,0 days 00:16:40,0,0,0,0,0,0,1,0,0
1,16,43,Regular Play,Japan,3857255,0 days 00:16:43,0,0,0,0,0,0,1,0,0
1,16,44,Regular Play,Japan,3857255,0 days 00:16:44,0,0,0,0,0,0,1,0,0
1,16,47,Regular Play,Japan,3857255,0 days 00:16:47,0,0,0,0,0,0,1,0,0
1,16,48,Regular Play,Spain,3857255,0 days 00:16:48,0,0,0,0,0,0,1,0,0
1,16,51,Regular Play,Spain,3857255,0 days 00:16:51,0,0,0,0,0,0,1,0,0
1,16,52,Regular Play,Spain,3857255,0 days 00:16:52,0,0,0,0,0,0,1,0,0
1,16,55,Regular Play,Spain,3857255,0 days 00:16:55,0,0,0,0,0,0,1,0,0
1,16,59,Regular Play,Spain,3857255,0 days 00:16:59,0,0,0,0,0,0,1,0,0
1,17,0,Regular Play,Spain,3857255,0 days 00:17:00,0,0,0,0,0,0,1,0,0
1,17,2,Regular Play,Spain,3857255,0 days 00:17:02,0,0,0,0,0,0,1,0,0
1,17,4,Regular Play,Spain,3857255,0 days 00:17:04,0,0,0,0,0,0,1,0,0
1,17,6,Regular Play,Spain,3857255,0 days 00:17:06,0,0,0,0,0,0,1,0,0
1,17,9,Regular Play,Spain,3857255,0 days 00:17:09,0,0,0,0,0,0,1,0,0
1,17,14,Regular Play,Spain,3857255,0 days 00:17:14,0,0,0,0,0,0,1,0,0
1,17,16,Regular Play,Spain,3857255,0 days 00:17:16,0,0,0,0,0,0,1,0,0
1,17,18,Regular Play,Spain,3857255,0 days 00:17:18,0,0,0,0,0,0,1,0,0
1,17,21,Regular Play,Spain,3857255,0 days 00:17:21,0,0,0,0,0,0,1,0,0
1,17,27,Regular Play,Spain,3857255,0 days 00:17:27,0,0,0,0,0,0,1,0,0
1,17,30,Regular Play,Spain,3857255,0 days 00:17:30,0,0,0,0,0,0,1,0,0
1,17,32,Regular Play,Spain,3857255,0 days 00:17:32,0,0,0,0,0,0,1,0,0
1,17,35,Regular Play,Spain,3857255,0 days 00:17:35,0,0,0,0,0,0,1,0,0
1,17,37,Regular Play,Spain,3857255,0 days 00:17:37,0,0,0,0,0,0,1,0,0
1,17,40,Regular Play,Spain,3857255,0 days 00:17:40,0,0,0,0,0,0,1,0,0
1,17,40,Regular Play,Japan,3857255,0 days 00:17:40,0,0,0,0,0,1,0,0,0
1,17,42,Regular Play,Japan,3857255,0 days 00:17:42,1,0,0,0,0,0,0,0,0
1,17,44,Regular Play,Japan,3857255,0 days 00:17:44,0,0,0,0,0,0,1,0,0
1,17,46,Regular Play,Japan,3857255,0 days 00:17:46,0,0,0,0,0,0,1,0,0
1,17,49,Regular Play,Japan,3857255,0 days 00:17:49,0,0,0,0,0,0,1,0,0
1,17,50,Regular Play,Spain,3857255,0 days 00:17:50,0,0,0,0,1,0,0,0,0
1,18,5,From Free Kick,Japan,3857255,0 days 00:18:05,0,0,0,0,0,0,1,0,0
1,18,8,From Free Kick,Japan,3857255,0 days 00:18:08,0,0,0,0,0,0,1,0,0
1,18,11,From Free Kick,Japan,3857255,0 days 00:18:11,0,0,0,0,0,0,1,0,0
1,18,13,From Free Kick,Japan,3857255,0 days 00:18:13,0,0,1,0,0,0,0,0,0
1,18,13,From Free Kick,Spain,3857255,0 days 00:18:13,0,0,0,0,0,0,0,0,1
1,18,14,From Free Kick,Japan,3857255,0 days 00:18:14,1,0,0,0,0,0,0,0,0
1,18,15,From Free Kick,Japan,3857255,0 days 00:18:15,0,0,1,0,0,0,0,0,0
1,18,15,Regular Play,Spain,3857255,0 days 00:18:15,0,0,0,0,0,0,0,0,1
1,18,17,Regular Play,Spain,3857255,0 days 00:18:17,0,0,0,0,0,0,1,0,0
1,18,19,Regular Play,Spain,3857255,0 days 00:18:19,0,0,0,0,0,0,1,0,0
1,18,22,Regular Play,Spain,3857255,0 days 00:18:22,0,0,0,0,0,0,1,0,0
1,18,23,Regular Play,Japan,3857255,0 days 00:18:23,0,0,0,0,0,1,0,0,0
1,18,24,Regular Play,Spain,3857255,0 days 00:18:24,1,0,0,0,0,0,0,0,0
1,18,25,Regular Play,Spain,3857255,0 days 00:18:25,0,0,0,0,0,0,1,0,0
1,18,28,Regular Play,Spain,3857255,0 days 00:18:28,0,0,0,0,0,0,1,0,0
1,18,30,Regular Play,Spain,3857255,0 days 00:18:30,0,0,0,0,0,0,1,0,0
1,18,32,Regular Play,Spain,3857255,0 days 00:18:32,0,0,0,0,0,0,1,0,0
1,18,35,Regular Play,Spain,3857255,0 days 00:18:35,0,0,0,0,0,0,1,0,0
1,18,38,Regular Play,Spain,3857255,0 days 00:18:38,0,0,0,0,0,0,1,0,0
1,18,38,Regular Play,Japan,3857255,0 days 00:18:38,0,1,0,0,0,0,0,0,0
1,18,46,From Throw In,Spain,3857255,0 days 00:18:46,0,0,0,0,0,0,1,0,0
1,18,50,From Throw In,Spain,3857255,0 days 00:18:50,0,0,0,0,0,0,1,0,0
1,18,53,From Throw In,Spain,3857255,0 days 00:18:53,0,0,0,0,0,0,1,0,0
1,18,55,From Throw In,Spain,3857255,0 days 00:18:55,0,0,0,0,0,0,1,0,0
1,18,57,From Throw In,Spain,3857255,0 days 00:18:57,0,0,0,0,0,0,1,0,0
1,18,59,From Throw In,Spain,3857255,0 days 00:18:59,0,0,0,0,0,0,1,0,0
