match_id,period,team,shot,ball_recovery,clearance,dispossessed,foul,interception,pass,tackle,dribble,match_time
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:12:28
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:12:31
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,0,0 days 00:12:31
1953853,FirstHalf,Mexico,1,0,0,0,0,0,0,0,0,0 days 00:12:33
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:12:34
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:12:45
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:12:51
1953853,FirstHalf,Mexico,0,1,0,0,0,0,0,0,0,0 days 00:12:53
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:12:56
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:13:00
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:13:10
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:13:12
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:13:16
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:13:21
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:13:25
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:13:27
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:13:28
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:13:31
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:13:32
1953853,FirstHalf,South Africa,0,1,0,0,0,0,0,0,0,0 days 00:13:35
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:13:39
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:13:44
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:13:51
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:13:54
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:13:57
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:14:17
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:14:19
1953853,FirstHalf,Mexico,0,0,0,0,1,0,0,0,0,0 days 00:14:22
1953853,FirstHalf,South Africa,0,0,0,0,1,0,0,0,0,0 days 00:14:22
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:15:03
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:15:05
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:15:08
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,1,0 days 00:15:15
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,1,0,0 days 00:15:15
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,0,0 days 00:15:16
1953853,FirstHalf,Mexico,0,0,0,0,1,0,0,0,0,0 days 00:15:17
1953853,FirstHalf,South Africa,0,0,0,0,1,0,0,0,0,0 days 00:15:17
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:15:41
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,0,0 days 00:15:41
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:15:42
1953853,FirstHalf,Mexico,0,0,1,0,0,0,0,0,0,0 days 00:15:45
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:15:46
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:15:47
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:15:51
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:15:55
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:15:58
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:15:59
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:16:02
1953853,FirstHalf,Mexico,0,0,0,0,0,1,0,0,0,0 days 00:16:03
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:16:08
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:16:11
1953853,FirstHalf,Mexico,0,0,1,0,0,0,0,0,0,0 days 00:16:12
1953853,FirstHalf,Mexico,0,1,0,0,0,0,0,0,0,0 days 00:16:14
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:16:14
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:16:17
1953853,FirstHalf,South Africa,0,0,0,0,1,0,0,0,0,0 days 00:16:18
1953853,FirstHalf,Mexico,0,0,0,0,1,0,0,0,0,0 days 00:16:18
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:16:21
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:16:52
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:16:54
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:16:56
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:16:58
1953853,FirstHalf,South Africa,0,0,0,1,0,0,0,0,0,0 days 00:17:01
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,1,0,0 days 00:17:01
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:02
1953853,FirstHalf,South Africa,0,1,0,0,0,0,0,0,0,0 days 00:17:04
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:05
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:06
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:08
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:13
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:17
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:21
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:23
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:27
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:17:29
1953853,FirstHalf,Mexico,0,1,0,0,0,0,0,0,0,0 days 00:17:33
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:17:48
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:17:50
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:17:52
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:17:54
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:01
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:18:13
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:13
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,0,0 days 00:18:13
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:14
1953853,FirstHalf,South Africa,0,1,0,0,0,0,0,0,0,0 days 00:18:17
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:18:19
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:18:33
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:18:36
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,0,0 days 00:18:36
1953853,FirstHalf,Mexico,0,0,1,0,0,0,0,0,0,0 days 00:18:36
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:39
1953853,FirstHalf,Mexico,0,1,0,0,0,0,0,0,0,0 days 00:18:39
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:41
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:44
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:46
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:50
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:53
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:55
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:18:56
1953853,FirstHalf,Mexico,1,0,0,0,0,0,0,0,0,0 days 00:18:59
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:19:36
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:19:40
1953853,FirstHalf,Mexico,0,0,0,0,1,0,0,0,0,0 days 00:19:43
1953853,FirstHalf,South Africa,0,0,0,0,1,0,0,0,0,0 days 00:19:43
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:19:52
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:19:54
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:19:58
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:20:03
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:20:06
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:20:09
