match_id,period,team,shot,ball_recovery,clearance,dispossessed,foul,interception,pass,tackle,dribble,match_time
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:27:15
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:27:18
1953853,FirstHalf,South Africa,0,0,1,0,0,0,0,0,0,0 days 00:27:21
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:24
1953853,FirstHalf,South Africa,0,1,0,0,0,0,0,0,0,0 days 00:27:25
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:29
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:35
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:37
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:38
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:42
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:44
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:48
1953853,FirstHalf,Mexico,0,0,1,0,0,0,0,0,0,0 days 00:27:51
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:27:52
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:27:53
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:27:54
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,0,0 days 00:27:54
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:27:56
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:27:57
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:28:00
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:28:05
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:28:07
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:28:09
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:28:11
1953853,FirstHalf,South Africa,0,0,0,1,0,0,0,0,0,0 days 00:28:13
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,1,0,0 days 00:28:13
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:14
1953853,FirstHalf,Mexico,0,1,0,0,0,0,0,0,0,0 days 00:28:15
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:16
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:19
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:22
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:26
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:28
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:32
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:35
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:40
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:42
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:47
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:52
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:54
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:56
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:28:59
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:29:02
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:29:04
1953853,FirstHalf,Mexico,1,0,0,0,0,0,0,0,0,0 days 00:29:08
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:29:08
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:29:11
1953853,FirstHalf,South Africa,0,1,0,0,0,0,0,0,0,0 days 00:29:13
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:29:15
1953853,FirstHalf,Mexico,0,1,0,0,0,0,0,0,0,0 days 00:29:18
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:29:19
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:29:24
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:29:30
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:29:32
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:29:37
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:29:38
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:29:41
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:29:48
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:29:50
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:29:55
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:29:58
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:30:02
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:30:06
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:30:11
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:30:12
1953853,FirstHalf,Mexico,0,1,0,0,0,0,0,0,0,0 days 00:30:14
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:30:14
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:30:18
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:30:21
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:30:24
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:30:26
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:30:29
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:30:32
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:30:35
1953853,FirstHalf,South Africa,0,1,0,0,0,0,0,0,0,0 days 00:30:36
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:30:47
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:30:50
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:30:53
1953853,FirstHalf,Mexico,0,1,0,0,0,0,0,0,0,0 days 00:30:55
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:30:55
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:31:01
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:31:08
1953853,FirstHalf,South Africa,0,1,0,0,0,0,0,0,0,0 days 00:31:11
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:12
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:14
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:16
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:18
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:21
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:23
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:25
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:29
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:30
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:33
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:40
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:42
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:46
1953853,FirstHalf,South Africa,0,0,0,0,0,0,1,0,0,0 days 00:31:49
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:31:53
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,0,0 days 00:31:53
1953853,FirstHalf,South Africa,0,0,0,0,0,0,0,0,0,0 days 00:31:00
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:32:35
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:32:40
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:32:42
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:32:48
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:32:51
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:32:54
1953853,FirstHalf,Mexico,0,0,0,0,0,0,1,0,0,0 days 00:33:00
1953853,FirstHalf,Mexico,0,0,0,0,0,0,0,0,0,0 days 00:33:03
